excerpt,author,book
"Before this remonstrance was finished, Maggie was already out of hearing, making her way toward the great attic that ran under the old high-pitched roof, shaking the water from her black locks as she ran, like a Skye terrier escaped from his bath. This attic was Maggie’s favourite retreat on a wet day, when the weather was not too cold; here she fretted out all her ill humours, and talked aloud to the worm-eaten floors and the worm-eaten shelves, and the dark rafters festooned with cobwebs; and here she kept a Fetish which she punished for all her misfortunes. This was the trunk of a large wooden doll, which once stared with the roundest of eyes above the reddest of cheeks; but was now entirely defaced by a long career of vicarious suffering. Three nails driven into the head commemorated as many crises in Maggie’s nine years of earthly struggle; that luxury of vengeance having been suggested to her by the picture of Jael destroying Sisera in the old Bible. The last nail had been driven in with a fiercer stroke than usual, for the Fetish on that occasion represented aunt Glegg. But immediately afterward Maggie had reflected that if she drove many nails in she would not be so well able to fancy that the head was hurt when she knocked it against the wall, nor to comfort it, and make believe to poultice it, when her fury was abated; for even aunt Glegg would be pitiable when she had been hurt very much, and thoroughly humiliated, so as to beg her niece’s pardon. Since then she had driven no more nails in, but had soothed herself by alternately grinding and beating the wooden head against the rough brick of the great chimneys that made two square pillars supporting the roof. That was what she did this morning on reaching the attic, sobbing all the while with a passion that expelled every other form of consciousness,—even the memory of the grievance that had caused it. As at last the sobs were getting quieter, and the grinding less fierce, a sudden beam of sunshine, falling through the wire lattice across the worm-eaten shelves, made her throw away the Fetish and run to the window. The sun was really breaking out; the sound of the mill seemed cheerful again; the granary doors were open; and there was Yap, the queer white-and-brown",George Eliot,eliot_mill_on_the_floss
"There was one evening-cloud which had always disappeared from Mrs Glegg’s brow when she sat at the breakfast-table. It was her fuzzy front of curls; for as she occupied herself in household matters in the morning it would have been a mere extravagance to put on anything so superfluous to the making of leathery pastry as a fuzzy curled front. By half-past ten decorum demanded the front; until then Mrs Glegg could economise it, and society would never be any the wiser. But the absence of that cloud only left it more apparent that the cloud of severity remained; and Mr Glegg, perceiving this, as he sat down to his milkporridge, which it was his old frugal habit to stem his morning hunger with, prudently resolved to leave the first remark to Mrs Glegg, lest, to so delicate an article as a lady’s temper, the slightest touch should do mischief. People who seem to enjoy their ill temper have a way of keeping it in fine condition by inflicting privations on themselves. That was Mrs Glegg’s way. She made her tea weaker than usual this morning, and declined butter. It was a hard case that a vigorous mood for quarrelling, so highly capable of using an opportunity, should not meet with a single remark from Mr Glegg on which to exercise itself. But by and by it appeared that his silence would answer the purpose, for he heard himself apostrophised at last in that tone peculiar to the wife of one’s bosom.",George Eliot,eliot_mill_on_the_floss
"And yet this Christmas day, in spite of Tom’s fresh delight in home, was not, he thought, somehow or other, quite so happy as it had always been before. The red berries were just as abundant on the holly, and he and Maggie had dressed all the windows and mantlepieces and picture-frames on Christmas eve with as much taste as ever, wedding the thick-set scarlet clusters with branches of the black-berried ivy. There had been singing under the windows after midnight,—supernatural singing, Maggie always felt, in spite of Tom’s contemptuous insistence that the singers were old Patch, the parish clerk, and the rest of the church choir; she trembled with awe when their carolling broke in upon her dreams, and the image of men in fustian clothes was always thrust away by the vision of angels resting on the parted cloud. The midnight chant had helped as usual to lift the morning above the level of common days; and then there were the smell of hot toast and ale from the kitchen, at the breakfast hour; the favourite anthem, the green boughs, and the short sermon gave the appropriate festal character to the church-going; and aunt and uncle Moss, with all their seven children, were looking like so many reflectors of the bright parlour-fire, when the church-goers came back, stamping the snow from their feet. The plum-pudding was of the same handsome roundness as ever, and came in with the symbolic blue flames around it, as if it had been heroically snatched from the nether fires, into which it had been thrown by dyspeptic Puritans; the dessert was as splendid as ever, with its golden oranges, brown nuts, and the crystalline light and dark of apple-jelly and damson cheese; in all these things Christmas was as it had always been since Tom could remember; it was only distinguished, if by anything, by superior sliding and snowballs.",George Eliot,eliot_mill_on_the_floss
"The conversation had come to a pause. Mr Tulliver, not without a particular reason, had abstained from a seventh recital of the cool retort by which Riley had shown himself too many for Dix, and how Wakem had had his comb cut for once in his life, now the business of the dam had been settled by arbitration, and how there never would have been any dispute at all about the height of water if everybody was what they should be, and Old Harry hadn’t made the lawyers. Mr Tulliver was, on the whole, a man of safe traditional opinions; but on one or two points he had trusted to his unassisted intellect, and had arrived at several questionable conclusions; amongst the rest, that rats, weevils, and lawyers were created by Old Harry. Unhappily he had no one to tell him that this was rampant Manichæism, else he might have seen his error. But to-day it was clear that the good principle was triumphant: this affair of the water-power had been a tangled business somehow, for all it seemed—look at it one way—as plain as water’s water; but, big a puzzle as it was, it hadn’t got the better of Riley. Mr Tulliver took his brandy-and-water a little stronger than usual, and, for a man who might be supposed to have a few hundreds lying idle at his banker’s, was rather incautiously open in expressing his high estimate of his friend’s business talents.",George Eliot,eliot_mill_on_the_floss
"The Dodsons were certainly a handsome family, and Mrs Glegg was not the least handsome of the sisters. As she sat in Mrs Tulliver’s arm-chair, no impartial observer could have denied that for a woman of fifty she had a very comely face and figure, though Tom and Maggie considered their aunt Glegg as the type of ugliness. It is true she despised the advantages of costume, for though, as she often observed, no woman had better clothes, it was not her way to wear her new things out before her old ones. Other women, if they liked, might have their best thread-lace in every wash; but when Mrs Glegg died, it would be found that she had better lace laid by in the right-hand drawer of her wardrobe in the Spotted Chamber than ever Mrs Wooll of St Ogg’s had bought in her life, although Mrs Wooll wore her lace before it was paid for. So of her curled fronts: Mrs Glegg had doubtless the glossiest and crispest brown curls in her drawers, as well as curls in various degrees of fuzzy laxness; but to look out on the week-day world from under a crisp and glossy front would be to introduce a most dreamlike and unpleasant confusion between the sacred and the secular. Occasionally, indeed, Mrs Glegg wore one of her third-best fronts on a week-day visit, but not at a sister’s house; especially not at Mrs Tulliver’s, who, since her marriage, had hurt her sister’s feelings greatly by wearing her own hair, though, as Mrs Glegg observed to Mrs Deane, a mother of a family, like Bessy, with a husband always going to law, might have been expected to know better. But Bessy was always weak!",George Eliot,eliot_mill_on_the_floss
"Anxiety about the future had never entered Tom’s mind. His father had always ridden a good horse, kept a good house, and had the cheerful, confident air of a man who has plenty of property to fall back upon. Tom had never dreamed that his father would “fail”; _that_ was a form of misfortune which he had always heard spoken of as a deep disgrace, and disgrace was an idea that he could not associate with any of his relations, least of all with his father. A proud sense of family respectability was part of the very air Tom had been born and brought up in. He knew there were people in St Ogg’s who made a show without money to support it, and he had always heard such people spoken of by his own friends with contempt and reprobation. He had a strong belief, which was a lifelong habit, and required no definite evidence to rest on, that his father could spend a great deal of money if he chose; and since his education at Mr Stelling’s had given him a more expensive view of life, he had often thought that when he got older he would make a figure in the world, with his horse and dogs and saddle, and other accoutrements of a fine young man, and show himself equal to any of his contemporaries at St Ogg’s, who might consider themselves a grade above him in society because their fathers were professional men, or had large oil-mills. As to the prognostics and headshaking of his aunts and uncles, they had never produced the least effect on him, except to make him think that aunts and uncles were disagreeable society; he had heard them find fault in much the same way as long as he could remember. His father knew better than they did.",George Eliot,eliot_mill_on_the_floss
"You may imagine that Tom’s more and more obvious unlikeness to his father was well fitted to conciliate the maternal aunts and uncles; and Mr Deane’s favourable reports and predictions to Mr Glegg concerning Tom’s qualifications for business began to be discussed amongst them with various acceptance. He was likely, it appeared, to do the family credit without causing it any expense and trouble. Mrs Pullet had always thought it strange if Tom’s excellent complexion, so entirely that of the Dodsons, did not argue a certainty that he would turn out well; his juvenile errors of running down the peacock, and general disrespect to his aunts, only indicating a tinge of Tulliver blood which he had doubtless outgrown. Mr Glegg, who had contracted a cautious liking for Tom ever since his spirited and sensible behaviour when the execution was in the house, was now warming into a resolution to further his prospects actively,—some time, when an opportunity offered of doing so in a prudent manner, without ultimate loss; but Mrs Glegg observed that she was not given to speak without book, as some people were; that those who said least were most likely to find their words made good; and that when the right moment came, it would be seen who could do something better than talk. Uncle Pullet, after silent meditation for a period of several lozenges, came distinctly to the conclusion, that when a young man was likely to do well, it was better not to meddle with him.",George Eliot,eliot_mill_on_the_floss
"This incident had the effect of drawing Philip’s attention with freshened solicitude toward Stephen and Maggie; but when they re-entered the house, music was proposed, and Mrs Tulliver and Mr Deane being occupied with cribbage, Maggie sat apart near the table where the books and work were placed, doing nothing, however, but listening abstractedly to the music. Stephen presently turned to a duet which he insisted that Lucy and Philip should sing; he had often done the same thing before; but this evening Philip thought he divined some double intention in every word and look of Stephen’s, and watched him keenly, angry with himself all the while for this clinging suspicion. For had not Maggie virtually denied any ground for his doubts on her side? And she was truth itself; it was impossible not to believe her word and glance when they had last spoken together in the garden. Stephen might be strongly fascinated by her (what was more natural?), but Philip felt himself rather base for intruding on what must be his friend’s painful secret. Still he watched. Stephen, moving away from the piano, sauntered slowly toward the table near which Maggie sat, and turned over the newspapers, apparently in mere idleness. Then he seated himself with his back to the piano, dragging a newspaper under his elbow, and thrusting his hand through his hair, as if he had been attracted by some bit of local news in the “Laceham Courier.” He was in reality looking at Maggie who had not taken the slightest notice of his approach. She had always additional strength of resistance when Philip was present, just as we can restrain our speech better in a spot that we feel to be hallowed. But at last she heard the word “dearest” uttered in the softest tone of pained entreaty, like that of a patient who asks for something that ought to have been given without asking. She had never heard that word since the moments in the lane at Basset, when it had come from Stephen again and again, almost as involuntarily as if it had been an inarticulate cry. Philip could hear no word, but he had moved to the opposite side of the piano, and could see Maggie start and blush, raise her eyes an instant toward Stephen’s face, but immediately look apprehensively toward himself. It was not evident to her that Philip had",George Eliot,eliot_mill_on_the_floss
"All well-dressed St Ogg’s and its neighbourhood were there; and it would have been worth while to come even from a distance, to see the fine old hall, with its open roof and carved oaken rafters, and great oaken folding-doors, and light shed down from a height on the many-coloured show beneath; a very quaint place, with broad faded stripes painted on the walls, and here and there a show of heraldic animals of a bristly, long-snouted character, the cherished emblems of a noble family once the seigniors of this now civic hall. A grand arch, cut in the upper wall at one end, surmounted an oaken orchestra, with an open room behind it, where hothouse plants and stalls for refreshments were disposed; an agreeable resort for gentlemen disposed to loiter, and yet to exchange the occasional crush down below for a more commodious point of view. In fact, the perfect fitness of this ancient building for an admirable modern purpose, that made charity truly elegant, and led through vanity up to the supply of a deficit, was so striking that hardly a person entered the room without exchanging the remark more than once. Near the great arch over the orchestra was the stone oriel with painted glass, which was one of the venerable inconsistencies of the old hall; and it was close by this that Lucy had her stall, for the convenience of certain large plain articles which she had taken charge of for Mrs Kenn. Maggie had begged to sit at the open end of the stall, and to have the sale of these articles rather than of bead-mats and other elaborate products of which she had but a dim understanding. But it soon appeared that the gentlemen’s dressing-gowns, which were among her commodities, were objects of such general attention and inquiry, and excited so troublesome a curiosity as to their lining and comparative merits, together with a determination to test them by trying on, as to make her post a very conspicuous one. The ladies who had commodities of their own to sell, and did not want dressing-gowns, saw at once the frivolity and bad taste of this masculine preference for goods which any tailor could furnish; and it is possible that the emphatic notice of various kinds which was drawn toward Miss Tulliver on this public occasion, threw a very strong and unmistakable light on her",George Eliot,eliot_mill_on_the_floss
"Moreover, the preparation for a visit being always a serious affair in the Dodson family, Martha was enjoined to have Mrs Tulliver’s room ready an hour earlier than usual, that the laying out of the best clothes might not be deferred till the last moment, as was sometimes the case in families of lax views, where the ribbon-strings were never rolled up, where there was little or no wrapping in silver paper, and where the sense that the Sunday clothes could be got at quite easily produced no shock to the mind. Already, at twelve o’clock, Mrs Tulliver had on her visiting costume, with a protective apparatus of brown holland, as if she had been a piece of satin furniture in danger of flies; Maggie was frowning and twisting her shoulders, that she might if possible shrink away from the prickliest of tuckers, while her mother was remonstrating, “Don’t, Maggie, my dear; don’t make yourself so ugly!” and Tom’s cheeks were looking particularly brilliant as a relief to his best blue suit, which he wore with becoming calmness, having, after a little wrangling, effected what was always the one point of interest to him in his toilet: he had transferred all the contents of his everyday pockets to those actually in wear.",George Eliot,eliot_mill_on_the_floss
"The invitation offered an agreeable distraction to Maggie’s grief, and her tears gradually subsided as she trotted along by Luke’s side to his pleasant cottage, which stood with its apple and pear trees, and with the added dignity of a lean-to pigsty, at the other end of the Mill fields. Mrs Moggs, Luke’s wife, was a decidedly agreeable acquaintance. She exhibited her hospitality in bread and treacle, and possessed various works of art. Maggie actually forgot that she had any special cause of sadness this morning, as she stood on a chair to look at a remarkable series of pictures representing the Prodigal Son in the costume of Sir Charles Grandison, except that, as might have been expected from his defective moral character, he had not, like that accomplished hero, the taste and strength of mind to dispense with a wig. But the indefinable weight the dead rabbits had left on her mind caused her to feel more than usual pity for the career of this weak young man, particularly when she looked at the picture where he leaned against a tree with a flaccid appearance, his knee-breeches unbuttoned and his wig awry, while the swine apparently of some foreign breed, seemed to insult him by their good spirits over their feast of husks.",George Eliot,eliot_mill_on_the_floss
"“It’s just as if it was yesterday, now,” Mr Tulliver went on, “when my father began the malting. I remember, the day they finished the malt-house, I thought summat great was to come of it; for we’d a plum-pudding that day and a bit of a feast, and I said to my mother,—she was a fine dark-eyed woman, my mother was,—the little wench ’ull be as like her as two peas.” Here Mr Tulliver put his stick between his legs, and took out his snuff-box, for the greater enjoyment of this anecdote, which dropped from him in fragments, as if he every other moment lost narration in vision. “I was a little chap no higher much than my mother’s knee,—she was sore fond of us children, Gritty and me,—and so I said to her, ‘Mother,’ I said, ‘shall we have plum-pudding _every_ day because o’ the malt-house? She used to tell me o’ that till her dying day. She was but a young woman when she died, my mother was. But it’s forty good year since they finished the malt-house, and it isn’t many days out of ’em all as I haven’t looked out into the yard there, the first thing in the morning,—all weathers, from year’s end to year’s end. I should go off my head in a new place. I should be like as if I’d lost my way. It’s all hard, whichever way I look at it,—the harness ’ull gall me, but it ’ud be summat to draw along the old road, instead of a new un.”",George Eliot,eliot_mill_on_the_floss
"But Tom was too keen-sighted to rest satisfied with such an interpretation; he had seen clearly enough that there was something distinct from anxiety about her father in Maggie’s excessive confusion. In trying to recall all the details that could give shape to his suspicions, he remembered only lately hearing his mother scold Maggie for walking in the Red Deeps when the ground was wet, and bringing home shoes clogged with red soil; still Tom, retaining all his old repulsion for Philip’s deformity, shrank from attributing to his sister the probability of feeling more than a friendly interest in such an unfortunate exception to the common run of men. Tom’s was a nature which had a sort of superstitious repugnance to everything exceptional. A love for a deformed man would be odious in any woman, in a sister intolerable. But if she had been carrying on any kind of intercourse whatever with Philip, a stop must be put to it at once; she was disobeying her father’s strongest feelings and her brother’s express commands, besides compromising herself by secret meetings. He left home the next morning in that watchful state of mind which turns the most ordinary course of things into pregnant coincidences.",George Eliot,eliot_mill_on_the_floss
"in case of his recovery, as a manager of the business. This proposition had occasioned much family debating. Uncles and aunts were almost unanimously of opinion that such an offer ought not to be rejected when there was nothing in the way but a feeling in Mr Tulliver’s mind, which, as neither aunts nor uncles shared it, was regarded as entirely unreasonable and childish,—indeed, as a transferring toward Wakem of that indignation and hatred which Mr Tulliver ought properly to have directed against himself for his general quarrelsomeness, and his special exhibition of it in going to law. Here was an opportunity for Mr Tulliver to provide for his wife and daughter without any assistance from his wife’s relations, and without that too evident descent into pauperism which makes it annoying to respectable people to meet the degraded member of the family by the wayside. Mr Tulliver, Mrs Glegg considered, must be made to feel, when he came to his right mind, that he could never humble himself enough; for _that_ had come which she had always foreseen would come of his insolence in time past “to them as were the best friends he’d got to look to.” Mr Glegg and Mr Deane were less stern in their views, but they both of them thought Tulliver had done enough harm by his hot-tempered crotchets and ought to put them out of the question when a livelihood was offered him; Wakem showed a right feeling about the matter,—_he_ had no grudge against Tulliver.",George Eliot,eliot_mill_on_the_floss
"By the end of the week Dr Kenn had made up his mind that there was only one way in which he could secure to Maggie a suitable living at St Ogg’s. Even with his twenty years’ experience as a parish priest, he was aghast at the obstinate continuance of imputations against her in the face of evidence. Hitherto he had been rather more adored and appealed to than was quite agreeable to him; but now, in attempting to open the ears of women to reason, and their consciences to justice, on behalf of Maggie Tulliver, he suddenly found himself as powerless as he was aware he would have been if he had attempted to influence the shape of bonnets. Dr Kenn could not be contradicted; he was listened to in silence; but when he left the room, a comparison of opinions among his hearers yielded much the same result as before. Miss Tulliver had undeniably acted in a blamable manner, even Dr Kenn did not deny that; how, then, could he think so lightly of her as to put that favourable interpretation on everything she had done? Even on the supposition that required the utmost stretch of belief,—namely, that none of the things said about Miss Tulliver were true,—still, since they _had_ been said about her, they had cast an odor round her which must cause her to be shrunk from by every woman who had to take care of her own reputation—and of Society. To have taken Maggie by the hand and said, “I will not believe unproved evil of you; my lips shall not utter it; my ears shall be closed against it; I, too, am an erring mortal, liable to stumble, apt to come short of my most earnest efforts; your lot has been harder than mine, your temptation greater; let us help each other to stand and walk without more falling,”—to have done this would have demanded courage, deep pity, self-knowledge, generous trust; would have demanded a mind that tasted no piquancy in evil-speaking, that felt no self-exaltation in condemning, that cheated itself with no large words into the belief that life can have any moral end, any high religion, which excludes the striving after perfect truth, justice, and love toward the individual men and women who come across our own path. The ladies of St Ogg’s were not beguiled by any wide speculative conceptions;",George Eliot,eliot_mill_on_the_floss
"“I will not tell you what I went through in that interval. But even in its utmost agony—even in those terrible throes that love must suffer before it can be disembodied of selfish desire—my love for you sufficed to withhold me from suicide, without the aid of any other motive. In the midst of my egoism, I yet could not bear to come like a death-shadow across the feast of your joy. I could not bear to forsake the world in which you still lived and might need me; it was part of the faith I had vowed to you,—to wait and endure. Maggie, that is a proof of what I write now to assure you of,—that no anguish I have had to bear on your account has been too heavy a price to pay for the new life into which I have entered in loving you. I want you to put aside all grief because of the grief you have caused me. I was nurtured in the sense of privation; I never expected happiness; and in knowing you, in loving you, I have had, and still have, what reconciles me to life. You have been to my affections what light, what colour is to my eyes, what music is to the inward ear, you have raised a dim unrest into a vivid consciousness. The new life I have found in caring for your joy and sorrow more than for what is directly my own, has transformed the spirit of rebellious murmuring into that willing endurance which is the birth of strong sympathy. I think nothing but such complete and intense love could have initiated me into that enlarged life which grows and grows by appropriating the life of others; for before, I was always dragged back from it by ever-present painful self-consciousness. I even think sometimes that this gift of transferred life which has come to me in loving you, may be a new power to me.",George Eliot,eliot_mill_on_the_floss
"“I’ll tell you how it is, Master Tom,” said Bob, beginning to untwist his canvas bag. “You see, I’n been with a barge this two ’ear; that’s how I’n been gettin’ my livin’,—if it wasn’t when I was tentin’ the furnace, between whiles, at Torry’s mill. But a fortni’t ago I’d a rare bit o’ luck,—I allays thought I was a lucky chap, for I niver set a trap but what I catched something; but this wasn’t trap, it was a fire i’ Torry’s mill, an’ I doused it, else it ’ud set th’ oil alight, an’ the genelman gen me ten suvreigns; he gen me ’em himself last week. An’ he said first, I was a sperrited chap,—but I knowed that afore,—but then he outs wi’ the ten suvreigns, an’ that war summat new. Here they are, all but one!” Here Bob emptied the canvas bag on the table. “An’ when I’d got ’em, my head was all of a boil like a kettle o’ broth, thinkin’ what sort o’ life I should take to, for there war a many trades I’d thought on; for as for the barge, I’m clean tired out wi’t, for it pulls the days out till they’re as long as pigs’ chitterlings. An’ I thought first I’d ha’ ferrets an’ dogs, an’ be a rat-catcher; an’ then I thought as I should like a bigger way o’ life, as I didn’t know so well; for I’n seen to the bottom o’ rat-catching; an’ I thought, an’ thought, till at last I settled I’d be a packman,—for they’re knowin’ fellers, the packmen are,—an’ I’d carry the lightest things I could i’ my pack; an’ there’d be a use for a feller’s tongue, as is no use neither wi’ rats nor barges. An’ I should go about the country far an’ wide, an’ come round the women wi’ my tongue, an’ get my dinner hot at the public,—lors! it ’ud be a lovely life!”",George Eliot,eliot_mill_on_the_floss
"Yet, strange to say, under this vigorous treatment Tom became more like a girl than he had ever been in his life before. He had a large share of pride, which had hitherto found itself very comfortable in the world, despising Old Goggles, and reposing in the sense of unquestioned rights; but now this same pride met with nothing but bruises and crushings. Tom was too clear-sighted not to be aware that Mr Stelling’s standard of things was quite different, was certainly something higher in the eyes of the world than that of the people he had been living amongst, and that, brought in contact with it, he, Tom Tulliver, appeared uncouth and stupid; he was by no means indifferent to this, and his pride got into an uneasy condition which quite nullified his boyish self-satisfaction, and gave him something of the girl’s susceptibility. He was of a very firm, not to say obstinate, disposition, but there was no brute-like rebellion and recklessness in his nature; the human sensibilities predominated, and if it had occurred to him that he could enable himself to show some quickness at his lessons, and so acquire Mr Stelling’s approbation, by standing on one leg for an inconvenient length of time, or rapping his head moderately against the wall, or any voluntary action of that sort, he would certainly have tried it. But no; Tom had never heard that these measures would brighten the understanding, or strengthen the verbal memory; and he was not given to hypothesis and experiment. It did occur to him that he could perhaps get some help by praying for it; but as the prayers he said every evening were forms learned by heart, he rather shrank from the novelty and irregularity of introducing an extempore passage on a topic of petition for which he was not aware of any precedent. But one day, when he had broken down, for the fifth time, in the supines of the third conjugation, and Mr Stelling, convinced that this must be carelessness, since it transcended the bounds of possible stupidity, had lectured him very seriously, pointing out that if he failed to seize the present golden opportunity of learning supines, he would have to regret it when he became a man,—Tom, more miserable than usual, determined to try his sole resource; and that evening, after his usual form of prayer for his parents and",George Eliot,eliot_mill_on_the_floss
"Maggie drew a long breath and pushed her heavy hair back, as if to see a sudden vision more clearly. Here, then, was a secret of life that would enable her to renounce all other secrets; here was a sublime height to be reached without the help of outward things; here was insight, and strength, and conquest, to be won by means entirely within her own soul, where a supreme Teacher was waiting to be heard. It flashed through her like the suddenly apprehended solution of a problem, that all the miseries of her young life had come from fixing her heart on her own pleasure, as if that were the central necessity of the universe; and for the first time she saw the possibility of shifting the position from which she looked at the gratification of her own desires,—of taking her stand out of herself, and looking at her own life as an insignificant part of a divinely guided whole. She read on and on in the old book, devouring eagerly the dialogues with the invisible Teacher, the pattern of sorrow, the source of all strength; returning to it after she had been called away, and reading till the sun went down behind the willows. With all the hurry of an imagination that could never rest in the present, she sat in the deepening twilight forming plans of self-humiliation and entire devotedness; and in the ardor of first discovery, renunciation seemed to her the entrance into that satisfaction which she had so long been craving in vain. She had not perceived—how could she until she had lived longer?—the inmost truth of the old monk’s out-pourings, that renunciation remains sorrow, though a sorrow borne willingly. Maggie was still panting for happiness, and was in ecstasy because she had found the key to it. She knew nothing of doctrines and systems, of mysticism or quietism; but this voice out of the far-off middle ages was the direct communication of a human soul’s belief and experience, and came to Maggie as an unquestioned message.",George Eliot,eliot_mill_on_the_floss
"“Your aunt Glegg scolded me so as niver was, my dear,” said poor Mrs Tulliver, when she came back to Maggie, “as I didn’t go to her before; she said it wasn’t for her to come to me first. But she spoke like a sister, too; _having_ she allays was, and hard to please,—oh dear!—but she’s said the kindest word as has ever been spoke by you yet, my child. For she says, for all she’s been so set again’ having one extry in the house, and making extry spoons and things, and putting her about in her ways, you shall have a shelter in her house, if you’ll go to her dutiful, and she’ll uphold you against folks as say harm of you when they’ve no call. And I told her I thought you couldn’t bear to see anybody but me, you were so beat down with trouble; but she said, ‘_I_ won’t throw ill words at her; there’s them out o’ th’ family ’ull be ready enough to do that. But I’ll give her good advice; an’ she must be humble.’ It’s wonderful o’ Jane; for I’m sure she used to throw everything I did wrong at me,—if it was the raisin-wine as turned out bad, or the pies too hot, or whativer it was.”",George Eliot,eliot_mill_on_the_floss
"Was not Stephen Guest right in his decided opinion that this slim maiden of eighteen was quite the sort of wife a man would not be likely to repent of marrying,—a woman who was loving and thoughtful for other women, not giving them Judas-kisses with eyes askance on their welcome defects, but with real care and vision for their half-hidden pains and mortifications, with long ruminating enjoyment of little pleasures prepared for them? Perhaps the emphasis of his admiration did not fall precisely on this rarest quality in her; perhaps he approved his own choice of her chiefly because she did not strike him as a remarkable rarity. A man likes his wife to be pretty; well, Lucy was pretty, but not to a maddening extent. A man likes his wife to be accomplished, gentle, affectionate, and not stupid; and Lucy had all these qualifications. Stephen was not surprised to find himself in love with her, and was conscious of excellent judgment in preferring her to Miss Leyburn, the daughter of the county member, although Lucy was only the daughter of his father’s subordinate partner; besides, he had had to defy and overcome a slight unwillingness and disappointment in his father and sisters,—a circumstance which gives a young man an agreeable consciousness of his own dignity. Stephen was aware that he had sense and independence enough to choose the wife who was likely to make him happy, unbiassed by any indirect considerations. He meant to choose Lucy; she was a little darling, and exactly the sort of woman he had always admired.",George Eliot,eliot_mill_on_the_floss
"It was poor Mrs Tulliver who had hastened this catastrophe, entirely through that irrepressible hopefulness of hers which led her to expect that similar causes may at any time produce different results. It had very often occurred in her experience that Mr Tulliver had done something because other people had said he was not able to do it, or had pitied him for his supposed inability, or in any other way piqued his pride; still, she thought to-day, if she told him when he came in to tea that sister Pullet was gone to try and make everything up with sister Glegg, so that he needn’t think about paying in the money, it would give a cheerful effect to the meal. Mr Tulliver had never slackened in his resolve to raise the money, but now he at once determined to write a letter to Mrs Glegg, which should cut off all possibility of mistake. Mrs Pullet gone to beg and pray for _him_ indeed! Mr Tulliver did not willingly write a letter, and found the relation between spoken and written language, briefly known as spelling, one of the most puzzling things in this puzzling world. Nevertheless, like all fervid writing, the task was done in less time than usual, and if the spelling differed from Mrs Glegg’s,—why, she belonged, like himself, to a generation with whom spelling was a matter of private judgment.",George Eliot,eliot_mill_on_the_floss
"But Maggie, gifted with that superior power of misery which distinguishes the human being, and places him at a proud distance from the most melancholy chimpanzee, sat still on her bough, and gave herself up to the keen sense of unmerited reproach. She would have given the world not to have eaten all her puff, and to have saved some of it for Tom. Not but that the puff was very nice, for Maggie’s palate was not at all obtuse, but she would have gone without it many times over, sooner than Tom should call her greedy and be cross with her. And he had said he wouldn’t have it, and she ate it without thinking; how could she help it? The tears flowed so plentifully that Maggie saw nothing around her for the next ten minutes; but by that time resentment began to give way to the desire of reconciliation, and she jumped from her bough to look for Tom. He was no longer in the paddock behind the rickyard; where was he likely to be gone, and Yap with him? Maggie ran to the high bank against the great holly-tree, where she could see far away toward the Floss. There was Tom; but her heart sank again as she saw how far off he was on his way to the great river, and that he had another companion besides Yap,—naughty Bob Jakin, whose official, if not natural, function of frightening the birds was just now at a standstill. Maggie felt sure that Bob was wicked, without very distinctly knowing why; unless it was because Bob’s mother was a dreadfully large fat woman, who lived at a queer round house down the river; and once, when Maggie and Tom had wandered thither, there rushed out a brindled dog that wouldn’t stop barking; and when Bob’s mother came out after it, and screamed above the barking to tell them not to be frightened, Maggie thought she was scolding them fiercely, and her heart beat with terror. Maggie thought it very likely that the round house had snakes on the floor, and bats in the bedroom; for she had seen Bob take off his cap to show Tom a little snake that was inside it, and another time he had a handful of young bats: altogether, he was an irregular character, perhaps even slightly diabolical, judging from his intimacy with snakes",George Eliot,eliot_mill_on_the_floss
"Poor Tom formed no visions of the distant future as he made his way homeward; he only felt that the present was very hard. It seemed a wrong toward him that his uncle Deane had no confidence in him,—did not see at once that he should acquit himself well, which Tom himself was as certain of as of the daylight. Apparently he, Tom Tulliver, was likely to be held of small account in the world; and for the first time he felt a sinking of heart under the sense that he really was very ignorant, and could do very little. Who was that enviable young man that could tell the cubic contents of things in no time, and make suggestions about Swedish bark! Tom had been used to be so entirely satisfied with himself, in spite of his breaking down in a demonstration, and construing _nunc illas promite vires_ as “now promise those men”; but now he suddenly felt at a disadvantage, because he knew less than some one else knew. There must be a world of things connected with that Swedish bark, which, if he only knew them, might have helped him to get on. It would have been much easier to make a figure with a spirited horse and a new saddle.",George Eliot,eliot_mill_on_the_floss
