excerpt,author,book,bucket
"On their return to the vestry there was further deliberation. Any resort to legal measures for ascertaining the culprit was contrary to the principles of the church in Lantern Yard, according to which prosecution was forbidden to Christians, even had the case held less scandal to the community. But the members were bound to take other measures for finding out the truth, and they resolved on praying and drawing lots. This resolution can be a ground of surprise only to those who are unacquainted with that obscure religious life which has gone on in the alleys of our towns. Silas knelt with his brethren, relying on his own innocence being certified by immediate divine interference, but feeling that there was sorrow and mourning behind for him even then—that his trust in man had been cruelly bruised. _The lots declared that Silas Marner was guilty._ He was solemnly suspended from church-membership, and called upon to render up the stolen money: only on confession, as the sign of repentance, could he be received once more within the folds of the church. Marner listened in silence. At last, when everyone rose to depart, he went towards William Dane and said, in a voice shaken by agitation—",George Eliot,eliot_silas_marner,long
"Any one who had looked at him as the red light shone upon his pale face, strange straining eyes, and meagre form, would perhaps have understood the mixture of contemptuous pity, dread, and suspicion with which he was regarded by his neighbours in Raveloe. Yet few men could be more harmless than poor Marner. In his truthful simple soul, not even the growing greed and worship of gold could beget any vice directly injurious to others. The light of his faith quite put out, and his affections made desolate, he had clung with all the force of his nature to his work and his money; and like all objects to which a man devotes himself, they had fashioned him into correspondence with themselves. His loom, as he wrought in it without ceasing, had in its turn wrought on him, and confirmed more and more the monotonous craving for its monotonous response. His gold, as he hung over it and saw it grow, gathered his power of loving together into a hard isolation like its own.",George Eliot,eliot_silas_marner,long
"They had to knock loudly before Silas heard them; but when he did come to the door he showed no impatience, as he would once have done, at a visit that had been unasked for and unexpected. Formerly, his heart had been as a locked casket with its treasure inside; but now the casket was empty, and the lock was broken. Left groping in darkness, with his prop utterly gone, Silas had inevitably a sense, though a dull and half-despairing one, that if any help came to him it must come from without; and there was a slight stirring of expectation at the sight of his fellow-men, a faint consciousness of dependence on their goodwill. He opened the door wide to admit Dolly, but without otherwise returning her greeting than by moving the armchair a few inches as a sign that she was to sit down in it. Dolly, as soon as she was seated, removed the white cloth that covered her lard-cakes, and said in her gravest way—",George Eliot,eliot_silas_marner,long
"“I should think there did—a _very_ partic’lar thing,” said Mr. Macey, nodding sideways. “For Mr. Drumlow—poor old gentleman, I was fond on him, though he’d got a bit confused in his head, what wi’ age and wi’ taking a drop o’ summat warm when the service come of a cold morning. And young Mr. Lammeter, he’d have no way but he must be married in Janiwary, which, to be sure, ’s a unreasonable time to be married in, for it isn’t like a christening or a burying, as you can’t help; and so Mr. Drumlow—poor old gentleman, I was fond on him—but when he come to put the questions, he put ’em by the rule o’ contrairy, like, and he says, ‘Wilt thou have this man to thy wedded wife?’says he, and then he says, ‘Wilt thou have this woman to thy wedded husband?’ says he. But the partic’larest thing of all is, as nobody took any notice on it but me, and they answered straight off ‘yes,’ like as if it had been me saying ‘Amen’ i’ the right place, without listening to what went before.”",George Eliot,eliot_silas_marner,long
"This is the history of Silas Marner, until the fifteenth year after he came to Raveloe. The livelong day he sat in his loom, his ear filled with its monotony, his eyes bent close down on the slow growth of sameness in the brownish web, his muscles moving with such even repetition that their pause seemed almost as much a constraint as the holding of his breath. But at night came his revelry: at night he closed his shutters, and made fast his doors, and drew forth his gold. Long ago the heap of coins had become too large for the iron pot to hold them, and he had made for them two thick leather bags, which wasted no room in their resting-place, but lent themselves flexibly to every corner. How the guineas shone as they came pouring out of the dark leather mouths! The silver bore no large proportion in amount to the gold, because the long pieces of linen which formed his chief work were always partly paid for in gold, and out of the silver he supplied his own bodily wants, choosing always the shillings and sixpences to spend in this way. He loved the guineas best, but he would not change the silver—the crowns and half-crowns that were his own earnings, begotten by his labour; he loved them all. He spread them out in heaps and bathed his hands in them; then he counted them and set them up in regular piles, and felt their rounded outline between his thumb and fingers, and thought fondly of the guineas that were only half-earned by the work in his loom, as if they had been unborn children—thought of the guineas that were coming slowly through the coming years, through all his life, which spread far away before him,",George Eliot,eliot_silas_marner,long
"Godfrey stood, still with his back to the fire, uneasily moving his fingers among the contents of his side-pockets, and looking at the floor. That big muscular frame of his held plenty of animal courage, but helped him to no decision when the dangers to be braved were such as could neither be knocked down nor throttled. His natural irresolution and moral cowardice were exaggerated by a position in which dreaded consequences seemed to press equally on all sides, and his irritation had no sooner provoked him to defy Dunstan and anticipate all possible betrayals, than the miseries he must bring on himself by such a step seemed more unendurable to him than the present evil. The results of confession were not contingent, they were certain; whereas betrayal was not certain. From the near vision of that certainty he fell back on suspense and vacillation with a sense of repose. The disinherited son of a small squire, equally disinclined to dig and to beg, was almost as helpless as an uprooted tree, which, by the favour of earth and sky, has grown to a handsome bulk on the spot where it first shot upward. Perhaps it would have been possible to think of digging with some cheerfulness if Nancy Lammeter were to be won on those terms; but, since he must irrevocably lose _her_ as well as the inheritance, and must break every tie but the one that degraded him and left him without motive for trying to recover his better self, he could imagine no future for himself on the other side of confession but that of “’listing for a soldier”—the most desperate step, short of suicide, in the eyes of respectable families. No! he would rather trust to casualties than to his own resolve—rather go on sitting at",George Eliot,eliot_silas_marner,long
"A great change has come over the dark wainscoted parlour since we saw it in Godfrey’s bachelor days, and under the wifeless reign of the old Squire. Now all is polish, on which no yesterday’s dust is ever allowed to rest, from the yard’s width of oaken boards round the carpet, to the old Squire’s gun and whips and walking-sticks, ranged on the stag’s antlers above the mantelpiece. All other signs of sporting and outdoor occupation Nancy has removed to another room; but she has brought into the Red House the habit of filial reverence, and preserves sacredly in a place of honour these relics of her husband’s departed father. The tankards are on the side-table still, but the bossed silver is undimmed by handling, and there are no dregs to send forth unpleasant suggestions: the only prevailing scent is of the lavender and rose-leaves that fill the vases of Derbyshire spar. All is purity and order in this once dreary room, for, fifteen years ago, it was entered by a new presiding spirit.",George Eliot,eliot_silas_marner,long
"There was hardly a bedroom in the house where feminine compliments were not passing and feminine toilettes going forward, in various stages, in space made scanty by extra beds spread upon the floor; and Miss Nancy, as she entered the Blue Room, had to make her little formal curtsy to a group of six. On the one hand, there were ladies no less important than the two Miss Gunns, the wine merchant’s daughters from Lytherly, dressed in the height of fashion, with the tightest skirts and the shortest waists, and gazed at by Miss Ladbrook (of the Old Pastures) with a shyness not unsustained by inward criticism. Partly, Miss Ladbrook felt that her own skirt must be regarded as unduly lax by the Miss Gunns, and partly, that it was a pity the Miss Gunns did not show that judgment which she herself would show if she were in their place, by stopping a little on this side of the fashion. On the other hand, Mrs. Ladbrook was standing in skull-cap and front, with her turban in her hand, curtsying and smiling blandly and saying, “After you, ma’am,” to another lady in similar circumstances, who had politely offered the precedence at the looking-glass.",George Eliot,eliot_silas_marner,long
"And when the sunshine grew strong and lasting, so that the buttercups were thick in the meadows, Silas might be seen in the sunny midday, or in the late afternoon when the shadows were lengthening under the hedgerows, strolling out with uncovered head to carry Eppie beyond the Stone-pits to where the flowers grew, till they reached some favourite bank where he could sit down, while Eppie toddled to pluck the flowers, and make remarks to the winged things that murmured happily above the bright petals, calling “Dad-dad’s” attention continually by bringing him the flowers. Then she would turn her ear to some sudden bird-note, and Silas learned to please her by making signs of hushed stillness, that they might listen for the note to come again: so that when it came, she set up her small back and laughed with gurgling triumph. Sitting on the banks in this way, Silas began to look for the once familiar herbs again; and as the leaves, with their unchanged outline and markings, lay on his palm, there was a sense of crowding remembrances from which he turned away timidly, taking refuge in Eppie’s little world, that lay lightly on his enfeebled spirit.",George Eliot,eliot_silas_marner,long
"the flame did not disperse the vision—it only lit up more distinctly the little round form of the child, and its shabby clothing. It was very much like his little sister. Silas sank into his chair powerless, under the double presence of an inexplicable surprise and a hurrying influx of memories. How and when had the child come in without his knowledge? He had never been beyond the door. But along with that question, and almost thrusting it away, there was a vision of the old home and the old streets leading to Lantern Yard—and within that vision another, of the thoughts which had been present with him in those far-off scenes. The thoughts were strange to him now, like old friendships impossible to revive; and yet he had a dreamy feeling that this child was somehow a message come to him from that far-off life: it stirred fibres that had never been moved in Raveloe—old quiverings of tenderness—old impressions of awe at the presentiment of some Power presiding over his life; for his imagination had not yet extricated itself from the sense of mystery in the child’s sudden presence, and had formed no conjectures of ordinary natural means by which the event could have been brought about.",George Eliot,eliot_silas_marner,long
"“Ah,” said Dolly, with soothing gravity, “it’s like the night and the morning, and the sleeping and the waking, and the rain and the harvest—one goes and the other comes, and we know nothing how nor where. We may strive and scrat and fend, but it’s little we can do arter all—the big things come and go wi’ no striving o’ our’n—they do, that they do; and I think you’re in the right on it to keep the little un, Master Marner, seeing as it’s been sent to you, though there’s folks as thinks different. You’ll happen be a bit moithered with it while it’s so little; but I’ll come, and welcome, and see to it for you: I’ve a bit o’ time to spare most days, for when one gets up betimes i’ the morning, the clock seems to stan’ still tow’rt ten, afore it’s time to go about the victual. So, as I say, I’ll come and see to the child for you, and welcome.”",George Eliot,eliot_silas_marner,long
"“Well, then, Master Marner, it come to me summat like this: I can make nothing o’ the drawing o’ lots and the answer coming wrong; it ’ud mayhap take the parson to tell that, and he could only tell us i’ big words. But what come to me as clear as the daylight, it was when I was troubling over poor Bessy Fawkes, and it allays comes into my head when I’m sorry for folks, and feel as I can’t do a power to help ’em, not if I was to get up i’ the middle o’ the night—it comes into my head as Them above has got a deal tenderer heart nor what I’ve got—for I can’t be anyways better nor Them as made me; and if anything looks hard to me, it’s because there’s things I don’t know on; and for the matter o’ that, there may be plenty o’ things I don’t know on, for it’s little as I know—that it is. And so, while I was thinking o’ that, you come into my mind, Master Marner, and it all come pouring in:—if _I_ felt i’ my inside what was the right and just thing by you, and them as prayed and drawed the lots, all but that wicked un, if _they_’d ha’ done the right thing by you if they could, isn’t there Them as was at the making on us, and knows better and has a better will? And that’s all as ever I can be sure on, and everything else is a big puzzle to me when I think on it. For there was the fever come and took off them as were full-growed, and left the helpless children; and there’s the breaking o’ limbs; and them as ’ud do right and be sober",George Eliot,eliot_silas_marner,long
"And Raveloe was a village where many of the old echoes lingered, undrowned by new voices. Not that it was one of those barren parishes lying on the outskirts of civilization—inhabited by meagre sheep and thinly-scattered shepherds: on the contrary, it lay in the rich central plain of what we are pleased to call Merry England, and held farms which, speaking from a spiritual point of view, paid highly-desirable tithes. But it was nestled in a snug well-wooded hollow, quite an hour’s journey on horseback from any turnpike, where it was never reached by the vibrations of the coach-horn, or of public opinion. It was an important-looking village, with a fine old church and large churchyard in the heart of it, and two or three large brick-and-stone homesteads, with well-walled orchards and ornamental weathercocks, standing close upon the road, and lifting more imposing fronts than the rectory, which peeped from among the trees on the other side of the churchyard:—a village which showed at once the summits of its social life, and told the practised eye that there was no great park and manor-house in the vicinity, but that there were several chiefs in Raveloe who could farm badly quite at their ease, drawing enough money from their bad farming, in those war times, to live in a rollicking fashion, and keep a jolly Christmas, Whitsun, and Easter tide.",George Eliot,eliot_silas_marner,long
"Again and again as the days passed he had had a sense of the pertinence of communicating quickly with Woollett—communicating with a quickness with which telegraphy alone would rhyme; the fruit really of a fine fancy in him for keeping things straight, for the happy forestalment of error. No one could explain better when needful, nor put more conscience into an account or a report; which burden of conscience is perhaps exactly the reason why his heart always sank when the clouds of explanation gathered. His highest ingenuity was in keeping the sky of life clear of them. Whether or no he had a grand idea of the lucid, he held that nothing ever was in fact—for any one else—explained. One went through the vain motions, but it was mostly a waste of life. A personal relation was a relation only so long as people either perfectly understood or, better still, didn’t care if they didn’t. From the moment they cared if they didn’t it was living by the sweat of one’s brow; and the sweat of one’s brow was just what one might buy one’s self off from by keeping the ground free of the wild weed of delusion. It easily grew too fast, and the Atlantic cable now alone could race with it. That agency would each day have testified for him to something that was not what Woollett had argued. He was not at this moment absolutely sure that the effect of the morrow’s—or rather of the night’s—appreciation of the crisis wouldn’t be to determine some brief missive. “Have at last seen him, but oh dear!”—some temporary relief of that sort seemed to hover before him. It hovered somehow as preparing them all—yet preparing them for what? If he might do so more luminously and cheaply he",Henry James,james_the_ambassadors,long
"But the oddity was that when he _had_ so watched and considered he simply stepped back into the room without following up his advantage. He revolved there again for several minutes, quite as with something new to think of and as if the bearings of the possibility of Sarah had been superseded. For frankly, yes, it _had_ bearings thus to find the girl in solitary possession. There was something in it that touched him to a point not to have been reckoned beforehand, something that softly but quite pressingly spoke to him, and that spoke the more each time he paused again at the edge of the balcony and saw her still unaware. Her companions were plainly scattered; Sarah would be off somewhere with Waymarsh and Chad off somewhere with Jim. Strether didn’t at all mentally impute to Chad that he was with his “good friend”; he gave him the benefit of supposing him involved in appearances that, had he had to describe them—for instance to Maria—he would have conveniently qualified as more subtle. It came to him indeed the next thing that there was perhaps almost an excess of refinement in having left Mamie in such weather up there alone; however she might in fact have extemporised, under the charm of the Rue de Rivoli, a little makeshift Paris of wonder and fancy. Our friend in any case now recognised—and it was as if at the recognition Mrs. Newsome’s fixed intensity had suddenly, with a deep audible gasp, grown thin and vague—that day after day he had been conscious in respect to his young lady of something odd and ambiguous, yet something into which he could at last read a meaning. It had been at the most, this mystery, an obsession—oh an obsession agreeable; and it had just now",Henry James,james_the_ambassadors,long
"Chad again fell back at this and, his hands pocketed, settled himself a little; in which posture he looked, though he rather anxiously smiled, only the more earnest. Then Strether seemed to see that he was really nervous, and he took that as what he would have called a wholesome sign. The only mark of it hitherto had been his more than once taking off and putting on his wide-brimmed crush hat. He had at this moment made the motion again to remove it, then had only pushed it back, so that it hung informally on his strong young grizzled crop. It was a touch that gave the note of the familiar—the intimate and the belated—to their quiet colloquy; and it was indeed by some such trivial aid that Strether became aware at the same moment of something else. The observation was at any rate determined in him by some light too fine to distinguish from so many others, but it was none the less sharply determined. Chad looked unmistakeably during these instants—well, as Strether put it to himself, all he was worth. Our friend had a sudden apprehension of what that would on certain sides be. He saw him in a flash as the young man marked out by women; and for a concentrated minute the dignity, the comparative austerity, as he funnily fancied it, of this character affected him almost with awe. There was an experience on his interlocutor’s part that looked out at him from under the displaced hat, and that looked out moreover by a force of its own, the deep fact of its quantity and quality, and not through Chad’s intending bravado or swagger. That was then the way men marked out by women _were_—and also the men by whom the women were doubtless in",Henry James,james_the_ambassadors,long
"The place itself was a great impression—a small pavilion, clear-faced and sequestered, an effect of polished parquet, of fine white panel and spare sallow gilt, of decoration delicate and rare, in the heart of the Faubourg Saint-Germain and on the edge of a cluster of gardens attached to old noble houses. Far back from streets and unsuspected by crowds, reached by a long passage and a quiet court, it was as striking to the unprepared mind, he immediately saw, as a treasure dug up; giving him too, more than anything yet, the note of the range of the immeasurable town and sweeping away, as by a last brave brush, his usual landmarks and terms. It was in the garden, a spacious cherished remnant, out of which a dozen persons had already passed, that Chad’s host presently met them while the tall bird-haunted trees, all of a twitter with the spring and the weather, and the high party-walls, on the other side of which grave _hôtels_ stood off for privacy, spoke of survival, transmission, association, a strong indifferent persistent order. The day was so soft that the little party had practically adjourned to the open air but the open air was in such conditions all a chamber of state. Strether had presently the sense of a great convent, a convent of missions, famous for he scarce knew what, a nursery of young priests, of scattered shade, of straight alleys and chapel-bells, that spread its mass in one quarter; he had the sense of names in the air, of ghosts at the windows, of signs and tokens, a whole range of expression, all about him, too thick for prompt discrimination.",Henry James,james_the_ambassadors,long
"It wasn’t the first time Strether had sat alone in the great dim church—still less was it the first of his giving himself up, so far as conditions permitted, to its beneficent action on his nerves. He had been to Notre Dame with Waymarsh, he had been there with Miss Gostrey, he had been there with Chad Newsome, and had found the place, even in company, such a refuge from the obsession of his problem that, with renewed pressure from that source, he had not unnaturally recurred to a remedy meeting the case, for the moment, so indirectly, no doubt, but so relievingly. He was conscious enough that it was only for the moment, but good moments—if he could call them good—still had their value for a man who by this time struck himself as living almost disgracefully from hand to mouth. Having so well learnt the way, he had lately made the pilgrimage more than once by himself—had quite stolen off, taking an unnoticed chance and making no point of speaking of the adventure when restored to his friends.",Henry James,james_the_ambassadors,long
"Strether rejoiced in these things for Chad, who was all genial attention to the needs of his friends, besides having arranged that his servant should reinforce him; the ladies were certainly pleasant to see, and Mamie would be at any time and anywhere pleasant to exhibit. She would look extraordinarily like his young wife—the wife of a honeymoon, should he go about with her; but that was his own affair—or perhaps it was hers; it was at any rate something she couldn’t help. Strether remembered how he had seen him come up with Jeanne de Vionnet in Gloriani’s garden, and the fancy he had had about that—the fancy obscured now, thickly overlaid with others; the recollection was during these minutes his only note of trouble. He had often, in spite of himself, wondered if Chad but too probably were not with Jeanne the object of a still and shaded flame. It was on the cards that the child _might_ be tremulously in love, and this conviction now flickered up not a bit the less for his disliking to think of it, for its being, in a complicated situation, a complication the more, and for something indescribable in Mamie, something at all events straightway lent her by his own mind, something that gave her value, gave her intensity and purpose, as the symbol of an opposition. Little Jeanne wasn’t really at all in question—how _could_ she be?—yet from the moment Miss Pocock had shaken her skirts on the platform, touched up the immense bows of her hat and settled properly over her shoulder the strap of her morocco-and-gilt travelling-satchel, from that moment little Jeanne was opposed.",Henry James,james_the_ambassadors,long
"Mystified by his abrupt declaration, she had glanced over at Gloriani as at the unnamed subject of his allusion, but the next moment she had understood; though indeed not before Strether had noticed her momentary mistake and wondered what might possibly be behind that too. He already knew that the sculptor admired Madame de Vionnet; but did this admiration also represent an attachment of which the innocence was discussable? He was moving verily in a strange air and on ground not of the firmest. He looked hard for an instant at Miss Barrace, but she had already gone on. “All right with Mr. Newsome? Why of course she is!”—and she got gaily back to the question of her own good friend. “I dare say you’re surprised that I’m not worn out with all I see—it being so much!—of Sitting Bull. But I’m not, you know—I don’t mind him; I bear up, and we get on beautifully. I’m very strange; I’m like that; and often I can’t explain. There are people who are supposed interesting or remarkable or whatever, and who bore me to death; and then there are others as to whom nobody can understand what anybody sees in them—in whom I see no end of things.” Then after she had smoked a moment, “He’s touching, you know,” she said.",Henry James,james_the_ambassadors,long
"“Ah it’s perfectly simple,” Strether good-humouredly pleaded. “I’ve had but one thing to do—to put our case before him. To put it as it could only be put here on the spot—by personal pressure. My dear lady,” he lucidly pursued, “my work, you see, is really done, and my reasons for staying on even another day are none of the best. Chad’s in possession of our case and professes to do it full justice. What remains is with himself. I’ve had my rest, my amusement and refreshment; I’ve had, as we say at Woollett, a lovely time. Nothing in it has been more lovely than this happy meeting with you—in these fantastic conditions to which you’ve so delightfully consented. I’ve a sense of success. It’s what I wanted. My getting all this good is what Chad has waited for, and I gather that if I’m ready to go he’s the same.”",Henry James,james_the_ambassadors,long
"They now took on to his fancy, Miss Gostrey and he, the image of the Babes in the Wood; they could trust the merciful elements to let them continue at peace. He had been great already, as he knew, at postponements; but he had only to get afresh into the rhythm of one to feel its fine attraction. It amused him to say to himself that he might for all the world have been going to die—die resignedly; the scene was filled for him with so deep a death-bed hush, so melancholy a charm. That meant the postponement of everything else—which made so for the quiet lapse of life; and the postponement in especial of the reckoning to come—unless indeed the reckoning to come were to be one and the same thing with extinction. It faced him, the reckoning, over the shoulder of much interposing experience—which also faced him; and one would float to it doubtless duly through these caverns of Kubla Khan. It was really behind everything; it hadn’t merged in what he had done; his final appreciation of what he had done—his appreciation on the spot—would provide it with its main sharpness. The spot so focussed was of course Woollett, and he was to see, at the best, what Woollett would be with everything there changed for him. Wouldn’t _that_ revelation practically amount to the wind-up of his career? Well, the summer’s end would show; his suspense had meanwhile exactly the sweetness of vain delay; and he had with it, we should mention, other pastimes than Maria’s company—plenty of separate musings in which his luxury failed him but at one point. He was well in port, the outer sea behind him, and it was only a matter of getting ashore. There was a question that came and went",Henry James,james_the_ambassadors,long
"On which Strether saw that Chad was again at hand, and he afterwards scarce knew, absurd as it may seem, what had then quickly occurred. The moment concerned him, he felt, more deeply than he could have explained, and he had a subsequent passage of speculation as to whether, on walking off with Chad, he hadn’t looked either pale or red. The only thing he was clear about was that, luckily, nothing indiscreet had in fact been said and that Chad himself was more than ever, in Miss Barrace’s great sense, wonderful. It was one of the connexions—though really why it should be, after all, was none so apparent—in which the whole change in him came out as most striking. Strether recalled as they approached the house that he had impressed him that first night as knowing how to enter a box. Well, he impressed him scarce less now as knowing how to make a presentation. It did something for Strether’s own quality—marked it as estimated; so that our poor friend, conscious and passive, really seemed to feel himself quite handed over and delivered; absolutely, as he would have said, made a present of, given away. As they reached the house a young woman, about to come forth, appeared, unaccompanied, on the steps; at the exchange with whom of a word on Chad’s part Strether immediately perceived that, obligingly, kindly, she was there to meet them. Chad had left her in the house, but she had afterwards come halfway and then the next moment had joined them in the garden. Her air of youth, for Strether, was at first almost disconcerting, while his second impression was, not less sharply, a degree of relief at there not having just been, with the others, any freedom used about her. It was upon",Henry James,james_the_ambassadors,long
"But the very next thing that happened had been a dark drop of the curtain. The son and brother had not browsed long on the Montagne Sainte-Geneviève—his effective little use of the name of which, like his allusion to the best French, appeared to have been but one of the notes of his rough cunning. The light refreshment of these vain appearances had not accordingly carried any of them very far. On the other hand it had gained Chad time; it had given him a chance, unchecked, to strike his roots, had paved the way for initiations more direct and more deep. It was Strether’s belief that he had been comparatively innocent before this first migration, and even that the first effects of the migration would not have been, without some particular bad accident, to have been deplored. There had been three months—he had sufficiently figured it out—in which Chad had wanted to try. He _had_ tried, though not very hard—he had had his little hour of good faith. The weakness of this principle in him was that almost any accident attestedly bad enough was stronger. Such had at any rate markedly been the case for the precipitation of a special series of impressions. They had proved, successively, these impressions—all of Musette and Francine, but Musette and Francine vulgarised by the larger evolution of the type—irresistibly sharp: he had “taken up,” by what was at the time to be shrinkingly gathered, as it was scantly mentioned, with one ferociously “interested” little person after another. Strether had read somewhere of a Latin motto, a description of the hours, observed on a clock by a traveller in Spain; and he had been led to apply it in thought to Chad’s number one, number two, number three. _Omnes vulnerant, ultima necat_—they had all",Henry James,james_the_ambassadors,long
"The latter patted his shoulder while he thanked him, giving the go-by to the question of joining the Pococks; he expressed the joy he felt at seeing him go forth again so brave and free, and he in fact almost took leave of him on the spot. “I shall see you again of course before you go; but I’m meanwhile much obliged to you for arranging so conveniently for what you’ve told me. I shall walk up and down in the court there—dear little old court which we’ve each bepaced so, this last couple of months, to the tune of our flights and our drops, our hesitations and our plunges: I shall hang about there, all impatience and excitement, please let Sarah know, till she graciously presents herself. Leave me with her without fear,” he laughed; “I assure you I shan’t hurt her. I don’t think either she’ll hurt _me_: I’m in a situation in which damage was some time ago discounted. Besides, _that_ isn’t what worries you—but don’t, don’t explain! We’re all right as we are: which was the degree of success our adventure was pledged to for each of us. We weren’t, it seemed, all right as we were before; and we’ve got over the ground, all things considered, quickly. I hope you’ll have a lovely time in the Alps.”",Henry James,james_the_ambassadors,long
"What he saw was exactly the right thing—a boat advancing round the bend and containing a man who held the paddles and a lady, at the stern, with a pink parasol. It was suddenly as if these figures, or something like them, had been wanted in the picture, had been wanted more or less all day, and had now drifted into sight, with the slow current, on purpose to fill up the measure. They came slowly, floating down, evidently directed to the landing-place near their spectator and presenting themselves to him not less clearly as the two persons for whom his hostess was already preparing a meal. For two very happy persons he found himself straightway taking them—a young man in shirt-sleeves, a young woman easy and fair, who had pulled pleasantly up from some other place and, being acquainted with the neighbourhood, had known what this particular retreat could offer them. The air quite thickened, at their approach, with further intimations; the intimation that they were expert, familiar, frequent—that this wouldn’t at all events be the first time. They knew how to do it, he vaguely felt—and it made them but the more idyllic, though at the very moment of the impression, as happened, their boat seemed to have begun to drift wide, the oarsman letting it go. It had by this time none the less come much nearer—near enough for Strether to dream the lady in the stern had for some reason taken account of his being there to watch them. She had remarked on it sharply, yet her companion hadn’t turned round; it was in fact almost as if our friend had felt her bid him keep still. She had taken in something as a result of which their course had wavered, and it continued to waver",Henry James,james_the_ambassadors,long
"This small struggle sprang not a little, in its way, from the same impulse that had now carried him across to Notre Dame; the impulse to let things be, to give them time to justify themselves or at least to pass. He was aware of having no errand in such a place but the desire not to be, for the hour, in certain other places; a sense of safety, of simplification, which each time he yielded to it he amused himself by thinking of as a private concession to cowardice. The great church had no altar for his worship, no direct voice for his soul; but it was none the less soothing even to sanctity; for he could feel while there what he couldn’t elsewhere, that he was a plain tired man taking the holiday he had earned. He was tired, but he wasn’t plain—that was the pity and the trouble of it; he was able, however, to drop his problem at the door very much as if it had been the copper piece that he deposited, on the threshold, in the receptacle of the inveterate blind beggar. He trod the long dim nave, sat in the splendid choir, paused before the cluttered chapels of the east end, and the mighty monument laid upon him its spell. He might have been a student under the charm of a museum—which was exactly what, in a foreign town, in the afternoon of life, he would have liked to be free to be. This form of sacrifice did at any rate for the occasion as well as another; it made him quite sufficiently understand how, within the precinct, for the real refugee, the things of the world could fall into abeyance. That was the cowardice, probably—to dodge them, to beg the question, not",Henry James,james_the_ambassadors,long
"_could_ do it, singularly admired him for the dignity of this reserve, and even counted it as one of the grounds—grounds all handled and numbered—for ranking him, in the range of their acquaintance, as a success. He _was_ a success, Waymarsh, in spite of overwork, or prostration, of sensible shrinkage, of his wife’s letters and of his not liking Europe. Strether would have reckoned his own career less futile had he been able to put into it anything so handsome as so much fine silence. One might one’s self easily have left Mrs. Waymarsh; and one would assuredly have paid one’s tribute to the ideal in covering with that attitude the derision of having been left by her. Her husband had held his tongue and had made a large income; and these were in especial the achievements as to which Strether envied him. Our friend had had indeed on his side too a subject for silence, which he fully appreciated; but it was a matter of a different sort, and the figure of the income he had arrived at had never been high enough to look any one in the face.",Henry James,james_the_ambassadors,long
"surface one moment seemed all depth the next. It was a place of which, unmistakeably, Chad was fond; wherefore if he, Strether, should like it too much, what on earth, with such a bond, would become of either of them? It all depended of course—which was a gleam of light—on how the “too much” was measured; though indeed our friend fairly felt, while he prolonged the meditation I describe, that for himself even already a certain measure had been reached. It will have been sufficiently seen that he was not a man to neglect any good chance for reflexion. Was it at all possible for instance to like Paris enough without liking it too much? He luckily however hadn’t promised Mrs. Newsome not to like it at all. He was ready to recognise at this stage that such an engagement _would_ have tied his hands. The Luxembourg Gardens were incontestably just so adorable at this hour by reason—in addition to their intrinsic charm—of his not having taken it. The only engagement he had taken, when he looked the thing in the face, was to do what he reasonably could.",Henry James,james_the_ambassadors,long
"It so fell in, unhappily for Strether, with that reflexion of his own prompted in him by the pleasant air of the Boulevard Malesherbes, that its disconcerting force was rather unfairly great. It was a dig that, administered by himself—and administered even to poor Mrs. Newsome—was no more than salutary; but administered by Chad—and quite logically—it came nearer drawing blood. They _hadn’t_ a low mind—nor any approach to one; yet incontestably they had worked, and with a certain smugness, on a basis that might be turned against them. Chad had at any rate pulled his visitor up; he had even pulled up his admirable mother; he had absolutely, by a turn of the wrist and a jerk of the far-flung noose, pulled up, in a bunch, Woollett browsing in its pride. There was no doubt Woollett _had_ insisted on his coarseness; and what he at present stood there for in the sleeping street was, by his manner of striking the other note, to make of such insistence a preoccupation compromising to the insisters. It was exactly as if they had imputed to him a vulgarity that he had by a mere gesture caused to fall from him. The devil of the case was that Strether felt it, by the same stroke, as falling straight upon himself. He had been wondering a minute ago if the boy weren’t a Pagan, and he found himself wondering now if he weren’t by chance a gentleman. It didn’t in the least, on the spot, spring up helpfully for him that a person couldn’t at the same time be both. There was nothing at this moment in the air to challenge the combination; there was everything to give it on the contrary something of a flourish. It struck Strether into the bargain as doing something",Henry James,james_the_ambassadors,long
